PM2_5_ISPU,PM10_ISPU,CO_ISPU,NO2_ISPU,O3_ISPU,Kualitas_Udara
5,33,62,8,75,Sedang
80,121,120,112,87,Tidak_Sehat
0,7,28,31,37,Baik
160,8,147,35,35,Tidak_Sehat
192,188,43,173,141,Tidak_Sehat
34,22,48,60,27,Sedang
67,113,42,56,35,Tidak_Sehat
3,46,3,19,9,Baik
33,27,30,7,38,Baik
41,42,40,8,23,Baik
122,302,24,396,369,Berbahaya
222,226,69,168,78,Sangat_Tidak_Sehat
25,22,29,153,71,Tidak_Sehat
211,202,213,108,424,Berbahaya
61,131,40,296,98,Sangat_Tidak_Sehat
8,32,59,20,66,Sedang
20,43,31,50,45,Baik
53,79,9,11,3,Sedang
79,50,101,175,295,Sangat_Tidak_Sehat
268,169,231,183,31,Sangat_Tidak_Sehat
6,79,98,15,0,Sedang
223,262,165,179,271,Sangat_Tidak_Sehat
340,218,450,189,233,Berbahaya
26,88,136,190,47,Tidak_Sehat
36,32,50,41,43,Baik
31,92,24,74,22,Sedang
27,146,9,3,54,Tidak_Sehat
127,150,149,157,69,Tidak_Sehat
170,209,88,275,27,Sangat_Tidak_Sehat
89,75,24,60,115,Tidak_Sehat
34,40,36,23,28,Baik
137,101,202,69,90,Sangat_Tidak_Sehat
210,73,493,60,460,Berbahaya
25,102,54,38,106,Tidak_Sehat
21,212,89,77,139,Sangat_Tidak_Sehat
147,104,46,86,174,Tidak_Sehat
7,42,11,0,19,Baik
353,230,42,208,404,Berbahaya
140,0,67,87,20,Tidak_Sehat
31,27,162,80,21,Tidak_Sehat
3,204,142,25,78,Sangat_Tidak_Sehat
60,70,34,15,49,Sedang
3,46,8,38,62,Sedang
12,41,223,20,327,Berbahaya
208,124,172,52,62,Sangat_Tidak_Sehat
36,91,68,41,56,Sedang
26,35,28,37,32,Baik
107,58,54,119,78,Tidak_Sehat
29,44,22,27,50,Baik
106,116,5,121,64,Tidak_Sehat
186,142,195,69,244,Sangat_Tidak_Sehat
39,166,259,259,203,Sangat_Tidak_Sehat
44,73,150,71,137,Tidak_Sehat
43,18,11,7,7,Baik
488,194,102,327,170,Berbahaya
380,110,232,63,96,Berbahaya
144,27,53,66,101,Tidak_Sehat
136,50,130,13,0,Tidak_Sehat
187,57,258,161,260,Sangat_Tidak_Sehat
124,98,124,91,82,Tidak_Sehat
43,31,10,21,21,Baik
38,5,71,68,19,Sedang
17,56,47,4,58,Sedang
360,143,160,88,15,Berbahaya
382,352,357,170,261,Berbahaya
194,92,7,156,238,Sangat_Tidak_Sehat
74,42,59,39,80,Sedang
140,49,75,45,45,Tidak_Sehat
196,397,346,433,63,Berbahaya
111,132,53,60,207,Sangat_Tidak_Sehat
19,19,29,34,34,Baik
255,247,20,40,372,Berbahaya
1,53,55,22,57,Sedang
9,31,33,8,16,Baik
127,291,173,220,338,Berbahaya
56,116,119,134,39,Tidak_Sehat
20,26,41,51,43,Sedang
174,376,248,339,133,Berbahaya
225,86,138,121,163,Sangat_Tidak_Sehat
143,41,2,316,172,Berbahaya
40,13,29,40,3,Baik
339,227,489,486,252,Berbahaya
77,215,27,47,249,Sangat_Tidak_Sehat
9,1,50,10,12,Baik
204,32,42,111,106,Sangat_Tidak_Sehat
28,63,5,14,15,Sedang
242,6,403,171,255,Berbahaya
12,124,28,71,50,Tidak_Sehat
161,241,51,218,5,Sangat_Tidak_Sehat
43,2,21,5,1,Baik
32,8,42,47,38,Baik
366,17,283,41,133,Berbahaya
54,92,69,61,79,Sedang
199,332,215,239,67,Berbahaya
6,25,39,4,20,Baik
18,210,140,175,113,Sangat_Tidak_Sehat
113,208,186,115,188,Sangat_Tidak_Sehat
109,197,372,358,136,Berbahaya
244,156,76,67,108,Sangat_Tidak_Sehat
69,183,181,108,171,Tidak_Sehat
93,335,144,71,9,Berbahaya
36,40,48,12,33,Baik
41,43,1,34,41,Baik
149,151,160,80,84,Tidak_Sehat
153,47,16,134,164,Tidak_Sehat
44,0,16,2,25,Baik
21,29,3,12,22,Baik
13,368,109,211,263,Berbahaya
9,10,40,40,4,Baik
147,169,6,134,49,Tidak_Sehat
15,7,3,39,3,Baik
18,16,20,13,8,Baik
62,2,25,56,60,Sedang
46,42,49,22,43,Baik
135,74,30,91,91,Tidak_Sehat
345,42,115,340,83,Berbahaya
415,283,275,184,209,Berbahaya
53,73,57,67,66,Sedang
20,215,88,16,55,Sangat_Tidak_Sehat
0,41,47,78,62,Sedang
285,247,66,45,362,Berbahaya
198,476,446,359,481,Berbahaya
250,239,225,137,198,Sangat_Tidak_Sehat
33,60,24,5,23,Sedang
303,93,249,362,305,Berbahaya
89,358,254,89,422,Berbahaya
108,26,245,293,132,Sangat_Tidak_Sehat
76,30,38,305,306,Berbahaya
337,89,244,297,417,Berbahaya
230,208,162,167,278,Sangat_Tidak_Sehat
175,160,195,229,234,Sangat_Tidak_Sehat
43,416,288,218,55,Berbahaya
30,248,107,27,158,Sangat_Tidak_Sehat
48,3,28,21,24,Baik
13,27,23,56,42,Sedang
131,200,81,77,192,Tidak_Sehat
8,145,143,18,133,Tidak_Sehat
75,60,41,12,111,Tidak_Sehat
50,92,87,77,2,Sedang
84,314,151,155,486,Berbahaya
36,43,48,16,9,Baik
12,18,48,5,47,Baik
186,158,197,176,298,Sangat_Tidak_Sehat
224,153,279,325,216,Berbahaya
237,246,282,172,192,Sangat_Tidak_Sehat
69,42,12,12,59,Sedang
236,473,212,59,378,Berbahaya
206,146,228,47,1,Sangat_Tidak_Sehat
481,346,193,191,66,Berbahaya
194,94,55,31,115,Tidak_Sehat
0,129,289,1,249,Sangat_Tidak_Sehat
63,13,49,153,169,Tidak_Sehat
55,87,31,49,40,Sedang
76,71,4,14,15,Sedang
48,20,45,43,20,Baik
21,42,2,9,41,Baik
172,49,176,226,272,Sangat_Tidak_Sehat
231,40,129,236,106,Sangat_Tidak_Sehat
0,10,27,24,49,Baik
67,56,115,55,103,Tidak_Sehat
261,218,195,73,102,Sangat_Tidak_Sehat
88,46,0,2,85,Sedang
198,188,221,163,151,Sangat_Tidak_Sehat
161,398,374,297,296,Berbahaya
39,13,32,13,33,Baik
82,36,80,63,87,Sedang
48,254,61,83,153,Sangat_Tidak_Sehat
165,168,6,111,25,Tidak_Sehat
18,62,34,65,18,Sedang
14,3,28,8,26,Baik
9,106,179,66,61,Tidak_Sehat
44,25,13,50,6,Baik
250,276,251,179,109,Sangat_Tidak_Sehat
70,88,261,282,111,Sangat_Tidak_Sehat
69,64,3,10,71,Sedang
87,151,162,108,88,Tidak_Sehat
42,26,41,50,49,Baik
36,358,155,131,46,Berbahaya
94,242,187,128,50,Sangat_Tidak_Sehat
298,189,267,11,190,Sangat_Tidak_Sehat
107,151,39,235,51,Sangat_Tidak_Sehat
22,11,19,4,36,Baik
119,272,357,473,400,Berbahaya
41,50,50,11,2,Baik
61,364,145,271,16,Berbahaya
179,15,76,180,25,Tidak_Sehat
0,125,161,140,160,Tidak_Sehat
59,91,56,101,17,Tidak_Sehat
21,221,3,64,178,Sangat_Tidak_Sehat
7,22,37,5,21,Baik
15,42,9,24,19,Baik
168,302,25,179,384,Berbahaya
296,274,425,385,347,Berbahaya
148,114,74,72,77,Tidak_Sehat
40,41,49,19,44,Baik
273,167,262,132,175,Sangat_Tidak_Sehat
97,29,19,36,2,Sedang
172,22,239,208,455,Berbahaya
25,22,43,38,14,Baik
141,147,88,164,135,Tidak_Sehat
22,60,48,10,1,Sedang
7,73,94,68,18,Sedang
61,12,5,75,13,Sedang
82,43,98,103,13,Tidak_Sehat
24,6,3,7,19,Baik
136,129,194,116,247,Sangat_Tidak_Sehat
14,30,0,2,15,Baik
34,32,19,15,33,Baik
212,22,61,10,72,Sangat_Tidak_Sehat
27,16,5,89,55,Sedang
35,17,2,27,5,Baik
40,4,17,25,19,Baik
249,199,78,244,309,Berbahaya
91,57,45,65,24,Sedang
115,12,164,295,84,Sangat_Tidak_Sehat
85,34,46,85,113,Tidak_Sehat
45,165,140,152,7,Tidak_Sehat
7,43,32,41,34,Baik
62,21,10,57,68,Sedang
34,47,24,34,24,Baik
19,10,41,1,2,Baik
159,136,130,99,128,Tidak_Sehat
388,37,196,279,274,Berbahaya
44,16,55,45,86,Sedang
243,136,13,228,90,Sangat_Tidak_Sehat
244,252,273,476,333,Berbahaya
76,22,42,76,27,Sedang
79,79,10,5,34,Sedang
6,8,7,11,33,Baik
407,21,185,367,84,Berbahaya
124,318,199,137,202,Berbahaya
27,336,332,90,114,Berbahaya
42,46,30,26,10,Baik
10,42,0,48,46,Baik
35,454,150,80,46,Berbahaya
1,39,14,31,38,Baik
112,73,86,93,135,Tidak_Sehat
278,293,109,148,264,Sangat_Tidak_Sehat
160,184,113,78,22,Tidak_Sehat
356,319,18,356,358,Berbahaya
139,438,180,20,162,Berbahaya
162,56,190,131,326,Berbahaya
432,465,269,465,288,Berbahaya
43,27,28,20,46,Baik
134,270,88,279,121,Sangat_Tidak_Sehat
249,346,208,83,376,Berbahaya
13,127,59,226,316,Berbahaya
19,17,9,24,1,Baik
190,130,128,89,151,Tidak_Sehat
439,28,334,237,462,Berbahaya
180,249,158,231,11,Sangat_Tidak_Sehat
36,37,48,0,24,Baik
181,270,180,4,196,Sangat_Tidak_Sehat
261,0,315,129,257,Berbahaya
89,94,71,42,146,Tidak_Sehat
3,284,113,166,260,Sangat_Tidak_Sehat
46,21,33,46,7,Baik
283,111,127,35,233,Sangat_Tidak_Sehat
6,93,60,13,51,Sedang
48,237,33,17,63,Sangat_Tidak_Sehat
213,43,151,124,118,Sangat_Tidak_Sehat
162,115,69,200,22,Tidak_Sehat
360,330,180,113,102,Berbahaya
84,32,68,37,25,Sedang
310,207,468,249,170,Berbahaya
112,114,20,23,49,Tidak_Sehat
76,206,232,102,69,Sangat_Tidak_Sehat
41,26,76,37,42,Sedang
32,90,53,43,33,Sedang
215,131,80,66,276,Sangat_Tidak_Sehat
210,157,114,152,126,Sangat_Tidak_Sehat
179,181,192,95,135,Tidak_Sehat
28,16,94,43,60,Sedang
88,17,107,134,262,Sangat_Tidak_Sehat
86,117,71,236,181,Sangat_Tidak_Sehat
123,110,88,157,263,Sangat_Tidak_Sehat
130,227,176,30,271,Sangat_Tidak_Sehat
212,99,297,9,43,Sangat_Tidak_Sehat
42,24,9,20,45,Baik
178,50,258,143,187,Sangat_Tidak_Sehat
359,383,178,48,314,Berbahaya
30,18,46,15,4,Baik
125,247,0,172,181,Sangat_Tidak_Sehat
110,0,104,146,141,Tidak_Sehat
188,141,143,2,206,Sangat_Tidak_Sehat
33,101,86,187,24,Tidak_Sehat
37,16,22,23,49,Baik
76,43,59,75,16,Sedang
31,31,5,47,37,Baik
174,144,125,280,218,Sangat_Tidak_Sehat
42,348,65,118,308,Berbahaya
178,16,98,92,41,Tidak_Sehat
128,229,84,161,407,Berbahaya
110,155,70,18,33,Tidak_Sehat
41,35,26,37,6,Baik
119,47,34,31,46,Tidak_Sehat
22,48,8,34,19,Baik
12,46,30,33,38,Baik
227,87,9,163,283,Sangat_Tidak_Sehat
78,45,312,287,159,Berbahaya
124,203,317,130,20,Berbahaya
62,157,202,254,224,Sangat_Tidak_Sehat
400,348,395,239,384,Berbahaya
117,109,87,19,150,Tidak_Sehat
79,18,93,89,5,Sedang
50,46,46,3,6,Baik
63,69,153,437,452,Berbahaya
73,110,102,188,73,Tidak_Sehat
25,36,25,22,8,Baik
242,23,106,209,170,Sangat_Tidak_Sehat
179,162,118,197,132,Tidak_Sehat
16,163,80,115,22,Tidak_Sehat
288,205,235,432,159,Berbahaya
321,340,266,115,42,Berbahaya
205,222,82,162,215,Sangat_Tidak_Sehat
83,179,132,123,31,Tidak_Sehat
90,80,145,149,194,Tidak_Sehat
44,3,36,70,77,Sedang
51,8,2,50,25,Sedang
51,199,172,83,28,Tidak_Sehat
56,53,111,160,36,Tidak_Sehat
77,158,107,16,14,Tidak_Sehat
12,47,34,18,11,Baik
138,156,205,69,47,Sangat_Tidak_Sehat
4,69,46,67,71,Sedang
175,70,126,157,148,Tidak_Sehat
118,59,109,36,20,Tidak_Sehat
43,17,5,17,18,Baik
3,2,33,48,22,Baik
36,25,98,97,99,Sedang
47,36,14,43,35,Baik
106,79,40,2,108,Tidak_Sehat
51,72,42,71,71,Sedang
52,75,73,94,119,Tidak_Sehat
159,40,107,124,342,Berbahaya
66,25,2,51,59,Sedang
120,212,40,287,33,Sangat_Tidak_Sehat
418,229,159,293,248,Berbahaya
107,27,44,106,72,Tidak_Sehat
177,256,116,277,58,Sangat_Tidak_Sehat
31,52,58,79,61,Sedang
119,345,139,52,300,Berbahaya
107,226,118,198,144,Sangat_Tidak_Sehat
4,63,19,53,17,Sedang
162,114,12,68,76,Tidak_Sehat
109,73,38,93,118,Tidak_Sehat
42,47,33,39,10,Baik
16,19,2,142,162,Tidak_Sehat
26,101,162,237,231,Sangat_Tidak_Sehat
214,155,63,61,257,Sangat_Tidak_Sehat
41,91,30,29,17,Sedang
67,2,50,75,55,Sedang
119,74,121,188,192,Tidak_Sehat
168,56,150,110,59,Tidak_Sehat
129,157,125,131,83,Tidak_Sehat
32,58,42,98,11,Sedang
374,372,136,178,207,Berbahaya
175,178,25,135,49,Tidak_Sehat
17,24,41,30,2,Baik
123,20,20,0,14,Tidak_Sehat
75,41,50,97,50,Sedang
15,174,311,77,316,Berbahaya
6,41,25,24,9,Baik
151,221,274,199,249,Sangat_Tidak_Sehat
304,69,361,256,124,Berbahaya
80,125,51,147,145,Tidak_Sehat
225,143,99,216,40,Sangat_Tidak_Sehat
16,94,70,80,124,Tidak_Sehat
243,220,155,235,331,Berbahaya
112,64,78,62,141,Tidak_Sehat
176,188,176,60,223,Sangat_Tidak_Sehat
16,9,0,21,25,Baik
47,4,79,73,70,Sedang
266,106,47,137,497,Berbahaya
17,245,162,436,113,Berbahaya
475,19,486,91,348,Berbahaya
95,71,3,90,4,Sedang
3,47,73,0,65,Sedang
114,268,149,35,241,Sangat_Tidak_Sehat
78,95,227,136,70,Sangat_Tidak_Sehat
207,199,58,258,370,Berbahaya
187,191,172,188,55,Tidak_Sehat
60,57,53,33,92,Sedang
471,212,412,253,156,Berbahaya
75,208,313,432,25,Berbahaya
113,65,77,55,101,Tidak_Sehat
13,48,67,3,19,Sedang
13,14,6,8,50,Baik
45,23,53,45,21,Sedang
86,37,52,27,249,Sangat_Tidak_Sehat
36,41,91,141,141,Tidak_Sehat
58,44,108,51,17,Tidak_Sehat
26,56,63,13,23,Sedang
24,6,5,23,32,Baik
339,23,420,88,36,Berbahaya
178,127,61,26,44,Tidak_Sehat
12,44,9,35,8,Baik
95,216,225,60,252,Sangat_Tidak_Sehat
26,23,111,38,71,Tidak_Sehat
32,52,42,42,31,Sedang
78,43,42,36,65,Sedang
89,76,81,22,61,Sedang
71,482,391,426,431,Berbahaya
443,26,26,396,438,Berbahaya
34,0,39,21,28,Baik
24,17,16,11,5,Baik
58,456,344,123,355,Berbahaya
23,14,42,30,58,Sedang
121,73,52,45,44,Tidak_Sehat
35,44,22,44,44,Baik
9,148,28,95,179,Tidak_Sehat
63,85,55,150,132,Tidak_Sehat
20,35,9,36,8,Baik
25,36,23,48,18,Baik
2,21,1,23,43,Baik
457,177,305,190,356,Berbahaya
40,22,18,44,10,Baik
11,21,43,24,48,Baik
14,34,36,0,2,Baik
66,61,106,8,27,Tidak_Sehat
6,3,0,51,39,Sedang
150,153,112,16,148,Tidak_Sehat
44,1,26,30,50,Baik
35,76,46,75,29,Sedang
106,95,140,172,42,Tidak_Sehat
160,47,253,257,165,Sangat_Tidak_Sehat
36,71,185,174,122,Tidak_Sehat
155,261,172,295,60,Sangat_Tidak_Sehat
126,168,97,117,248,Sangat_Tidak_Sehat
144,13,14,33,82,Tidak_Sehat
97,99,71,62,46,Sedang
273,240,57,301,51,Berbahaya
153,139,70,45,186,Tidak_Sehat
7,65,99,148,111,Tidak_Sehat
359,114,198,127,152,Berbahaya
6,39,69,92,64,Sedang
160,228,233,270,214,Sangat_Tidak_Sehat
278,195,242,176,129,Sangat_Tidak_Sehat
58,275,220,156,461,Berbahaya
178,132,54,184,151,Tidak_Sehat
15,53,24,17,69,Sedang
17,163,145,252,273,Sangat_Tidak_Sehat
15,8,71,27,26,Sedang
168,94,107,52,73,Tidak_Sehat
224,102,106,62,321,Berbahaya
6,16,85,115,63,Tidak_Sehat
319,312,409,164,397,Berbahaya
0,73,41,51,77,Sedang
199,59,32,396,243,Berbahaya
157,128,12,154,5,Tidak_Sehat
72,67,43,33,41,Sedang
311,174,2,129,416,Berbahaya
1,13,39,39,50,Baik
19,7,6,2,16,Baik
34,72,27,23,7,Sedang
266,51,102,100,141,Sangat_Tidak_Sehat
124,244,150,57,47,Sangat_Tidak_Sehat
11,8,6,27,13,Baik
22,74,69,26,14,Sedang
10,38,67,24,71,Sedang
414,352,484,11,441,Berbahaya
321,362,418,215,437,Berbahaya
189,149,142,122,104,Tidak_Sehat
178,189,162,80,261,Sangat_Tidak_Sehat
214,194,281,443,378,Berbahaya
111,93,83,208,67,Sangat_Tidak_Sehat
205,46,439,318,390,Berbahaya
182,171,139,187,118,Tidak_Sehat
45,27,45,26,3,Baik
57,48,53,22,45,Sedang
22,41,9,31,42,Baik
58,264,269,62,29,Sangat_Tidak_Sehat
110,48,85,12,54,Tidak_Sehat
335,317,124,78,60,Berbahaya
13,35,32,22,49,Baik
22,30,29,41,34,Baik
43,8,44,35,42,Baik
10,39,10,35,48,Baik
78,151,61,128,84,Tidak_Sehat
2,47,45,8,58,Sedang
138,70,38,68,150,Tidak_Sehat
260,239,287,218,132,Sangat_Tidak_Sehat
22,293,382,465,260,Berbahaya
80,67,106,31,21,Tidak_Sehat
227,345,381,164,367,Berbahaya
73,35,130,173,172,Tidak_Sehat
56,33,157,156,34,Tidak_Sehat
101,103,57,12,117,Tidak_Sehat
74,65,21,19,32,Sedang
59,8,67,35,47,Sedang
318,158,326,147,265,Berbahaya
77,269,153,284,24,Sangat_Tidak_Sehat
76,61,156,37,194,Tidak_Sehat
21,17,7,38,31,Baik
47,103,90,123,205,Sangat_Tidak_Sehat
249,232,68,165,131,Sangat_Tidak_Sehat
220,314,81,363,252,Berbahaya
69,73,79,67,83,Sedang
7,36,31,47,42,Baik
174,261,426,411,285,Berbahaya
8,46,14,47,45,Baik
339,61,52,308,117,Berbahaya
71,97,81,35,25,Sedang
205,198,150,214,149,Sangat_Tidak_Sehat
13,30,47,17,6,Baik
61,47,8,1,36,Sedang
32,3,86,74,163,Tidak_Sehat
1,7,47,26,21,Baik
25,167,31,220,452,Berbahaya
0,0,46,19,18,Baik
59,56,93,16,49,Sedang
406,247,322,141,297,Berbahaya
213,166,32,23,223,Sangat_Tidak_Sehat
86,290,303,254,135,Berbahaya
224,45,37,205,272,Sangat_Tidak_Sehat
369,351,417,251,325,Berbahaya
110,9,129,28,44,Tidak_Sehat
107,419,455,480,338,Berbahaya
231,147,232,167,135,Sangat_Tidak_Sehat
25,283,2,1,91,Sangat_Tidak_Sehat
125,10,23,87,197,Tidak_Sehat
151,128,203,18,85,Sangat_Tidak_Sehat
3,35,5,30,18,Baik
1,112,147,137,111,Tidak_Sehat
103,45,126,123,45,Tidak_Sehat
58,230,176,296,281,Sangat_Tidak_Sehat
149,141,115,311,316,Berbahaya
393,179,415,71,317,Berbahaya
79,110,164,381,432,Berbahaya
70,73,57,31,30,Sedang
108,41,114,60,3,Tidak_Sehat
42,6,91,171,83,Tidak_Sehat
43,84,76,63,21,Sedang
32,15,22,37,52,Sedang
32,104,107,99,120,Tidak_Sehat
164,116,103,157,48,Tidak_Sehat
223,130,60,95,3,Sangat_Tidak_Sehat
85,22,55,93,81,Sedang
43,122,204,110,116,Sangat_Tidak_Sehat
139,59,83,119,224,Sangat_Tidak_Sehat
18,30,76,120,139,Tidak_Sehat
88,32,32,28,68,Sedang
77,66,270,171,254,Sangat_Tidak_Sehat
33,34,48,24,23,Baik
46,28,32,29,38,Baik
38,27,48,35,60,Sedang
58,79,67,27,17,Sedang
354,493,319,476,86,Berbahaya
78,34,109,64,233,Sangat_Tidak_Sehat
36,41,36,34,22,Baik
8,148,25,93,99,Tidak_Sehat
18,31,8,11,10,Baik
43,35,47,3,4,Baik
89,72,32,31,60,Sedang
178,183,79,228,109,Sangat_Tidak_Sehat
92,32,122,108,109,Tidak_Sehat
52,60,45,95,73,Sedang
14,40,18,25,28,Baik
81,0,166,316,389,Berbahaya
44,76,8,186,14,Tidak_Sehat
359,284,202,236,295,Berbahaya
152,54,136,164,148,Tidak_Sehat
108,405,120,42,98,Berbahaya
61,61,52,55,9,Sedang
24,1,4,67,35,Sedang
138,25,72,114,50,Tidak_Sehat
187,155,17,121,163,Tidak_Sehat
9,39,31,49,32,Baik
21,10,26,2,16,Baik
302,51,302,98,432,Berbahaya
73,10,180,11,123,Tidak_Sehat
30,53,75,12,27,Sedang
395,239,206,244,499,Berbahaya
12,218,256,287,209,Sangat_Tidak_Sehat
289,291,304,79,65,Berbahaya
10,8,33,11,34,Baik
189,3,179,9,27,Tidak_Sehat
288,199,30,134,82,Sangat_Tidak_Sehat
77,30,74,35,53,Sedang
408,246,70,411,326,Berbahaya
4,12,46,45,30,Baik
24,72,41,1,137,Tidak_Sehat
17,3,24,13,49,Baik
38,67,43,4,74,Sedang
20,51,42,51,69,Sedang
39,14,20,46,8,Baik
21,495,405,383,213,Berbahaya
13,53,76,45,30,Sedang
77,47,13,2,115,Tidak_Sehat
5,36,9,39,6,Baik
337,274,370,410,233,Berbahaya
165,180,51,132,138,Tidak_Sehat
173,174,213,203,6,Sangat_Tidak_Sehat
87,103,318,276,359,Berbahaya
60,146,15,132,37,Tidak_Sehat
34,40,5,24,12,Baik
130,117,83,89,120,Tidak_Sehat
326,26,41,70,63,Berbahaya
226,22,321,63,156,Berbahaya
14,68,5,62,66,Sedang
39,17,41,19,5,Baik
168,137,11,239,222,Sangat_Tidak_Sehat
44,31,28,50,2,Baik
58,37,160,164,164,Tidak_Sehat
149,18,128,28,86,Tidak_Sehat
48,80,43,32,12,Sedang
20,18,28,24,32,Baik
133,29,107,72,108,Tidak_Sehat
262,77,66,210,213,Sangat_Tidak_Sehat
300,174,158,226,37,Sangat_Tidak_Sehat
60,30,52,66,43,Sedang
44,190,121,155,251,Sangat_Tidak_Sehat
236,16,323,22,326,Berbahaya
114,211,7,121,220,Sangat_Tidak_Sehat
45,95,54,85,84,Sedang
36,102,210,173,229,Sangat_Tidak_Sehat
54,100,18,34,52,Sedang
2,225,348,154,110,Berbahaya
27,298,75,17,322,Berbahaya
274,216,45,27,1,Sangat_Tidak_Sehat
111,179,15,95,36,Tidak_Sehat
359,102,333,273,182,Berbahaya
73,59,17,55,52,Sedang
81,319,441,374,21,Berbahaya
51,164,68,66,82,Tidak_Sehat
39,41,8,49,26,Baik
40,4,12,22,49,Baik
7,17,11,30,13,Baik
267,127,29,346,223,Berbahaya
10,38,33,25,52,Sedang
35,13,77,83,29,Sedang
17,2,41,38,40,Baik
48,179,330,77,206,Berbahaya
56,14,23,20,6,Sedang
108,254,205,233,169,Sangat_Tidak_Sehat
81,92,94,62,20,Sedang
76,32,46,12,39,Sedang
29,0,42,38,16,Baik
4,46,21,46,33,Baik
345,334,346,52,147,Berbahaya
190,139,102,247,170,Sangat_Tidak_Sehat
303,114,151,309,94,Berbahaya
259,128,49,489,325,Berbahaya
226,228,20,76,226,Sangat_Tidak_Sehat
325,438,334,92,347,Berbahaya
286,215,67,61,209,Sangat_Tidak_Sehat
34,16,33,23,31,Baik
140,331,30,170,204,Berbahaya
113,81,32,20,79,Tidak_Sehat
9,72,110,89,98,Tidak_Sehat
63,82,41,47,73,Sedang
109,212,132,127,147,Sangat_Tidak_Sehat
238,242,22,77,10,Sangat_Tidak_Sehat
18,86,44,25,21,Sedang
68,15,17,58,15,Sedang
33,65,15,18,1,Sedang
183,453,193,1,214,Berbahaya
38,3,12,48,1,Baik
37,10,62,41,49,Sedang
48,34,43,33,32,Baik
326,342,32,113,299,Berbahaya
20,44,61,66,41,Sedang
28,69,57,1,27,Sedang
115,130,200,259,215,Sangat_Tidak_Sehat
107,16,134,139,38,Tidak_Sehat
193,195,252,91,224,Sangat_Tidak_Sehat
5,99,49,37,87,Sedang
40,9,68,6,49,Sedang
2,181,39,88,124,Tidak_Sehat
87,147,130,22,73,Tidak_Sehat
11,15,13,64,45,Sedang
13,21,53,56,25,Sedang
52,92,9,248,226,Sangat_Tidak_Sehat
165,152,189,150,213,Sangat_Tidak_Sehat
91,128,41,175,161,Tidak_Sehat
21,50,36,7,6,Baik
243,330,137,27,406,Berbahaya
20,50,38,40,38,Baik
46,47,41,75,94,Sedang
119,222,68,208,176,Sangat_Tidak_Sehat
5,110,51,40,82,Tidak_Sehat
179,112,120,33,69,Tidak_Sehat
40,58,73,73,21,Sedang
15,121,9,127,75,Tidak_Sehat
37,69,56,69,8,Sedang
254,203,166,114,205,Sangat_Tidak_Sehat
211,64,145,166,43,Sangat_Tidak_Sehat
56,78,166,13,90,Tidak_Sehat
410,111,173,188,220,Berbahaya
276,148,110,128,252,Sangat_Tidak_Sehat
5,43,44,31,44,Baik
131,175,51,37,296,Sangat_Tidak_Sehat
3,84,85,52,108,Tidak_Sehat
21,39,20,50,37,Baik
67,36,45,41,14,Sedang
19,116,43,41,45,Tidak_Sehat
310,159,313,54,144,Berbahaya
67,326,493,269,361,Berbahaya
43,19,35,8,37,Baik
128,200,195,267,346,Berbahaya
161,352,36,333,316,Berbahaya
64,9,11,37,33,Sedang
403,148,83,25,174,Berbahaya
14,26,49,30,14,Baik
116,123,94,250,232,Sangat_Tidak_Sehat
42,20,193,30,154,Tidak_Sehat
5,125,102,36,133,Tidak_Sehat
137,284,209,157,152,Sangat_Tidak_Sehat
167,188,109,246,211,Sangat_Tidak_Sehat
212,142,282,51,111,Sangat_Tidak_Sehat
37,283,31,328,40,Berbahaya
132,270,109,72,412,Berbahaya
39,7,7,152,33,Tidak_Sehat
64,32,24,20,16,Sedang
364,355,427,6,127,Berbahaya
71,99,60,63,4,Sedang
135,167,92,4,190,Tidak_Sehat
68,30,96,67,102,Tidak_Sehat
146,83,58,20,62,Tidak_Sehat
251,122,136,53,189,Sangat_Tidak_Sehat
29,12,33,3,27,Baik
78,116,66,22,60,Tidak_Sehat
230,279,25,22,140,Sangat_Tidak_Sehat
45,48,7,42,19,Baik
7,7,49,27,19,Baik
181,122,72,225,142,Sangat_Tidak_Sehat
17,8,61,56,86,Sedang
11,48,14,30,48,Baik
178,274,61,203,300,Sangat_Tidak_Sehat
255,238,103,28,297,Sangat_Tidak_Sehat
30,18,48,45,18,Baik
28,25,9,25,33,Baik
44,50,18,45,35,Baik
59,284,1,235,18,Sangat_Tidak_Sehat
9,24,62,48,24,Sedang
69,70,254,130,440,Berbahaya
144,402,260,278,338,Berbahaya
28,103,37,53,92,Tidak_Sehat
359,306,332,353,361,Berbahaya
82,167,142,138,110,Tidak_Sehat
37,27,20,42,17,Baik
8,14,108,104,6,Tidak_Sehat
166,76,236,297,290,Sangat_Tidak_Sehat
61,244,78,8,70,Sangat_Tidak_Sehat
115,114,451,141,492,Berbahaya
147,82,50,53,89,Tidak_Sehat
326,165,321,25,125,Berbahaya
37,2,27,55,80,Sedang
113,288,97,156,161,Sangat_Tidak_Sehat
210,77,152,227,87,Sangat_Tidak_Sehat
176,68,164,154,86,Tidak_Sehat
421,116,319,203,354,Berbahaya
82,35,62,68,79,Sedang
25,104,1,16,34,Tidak_Sehat
120,47,201,262,184,Sangat_Tidak_Sehat
316,156,92,261,36,Berbahaya
10,0,55,55,0,Sedang
12,48,9,43,46,Baik
197,286,299,203,181,Sangat_Tidak_Sehat
19,23,49,21,28,Baik
